tenantIdentifier,macroeconomicVariableName,macroeconomicVariableDescription,macroeconomicVariableType,macroeconomicVariableUnits,macroeconomicVariableCurrency,macroeconomicVariableFactor,scenarioStudioMnemonics,databuffetMnemonic
moodys,"USA Knoxville, TN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MKNO
moodys,"USA Kokomo, IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MKOK
moodys,"USA Lafayette, LA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLAA
moodys,"USA Lancaster, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLAC
moodys,"USA Laredo, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLAD
moodys,"USA Lakeland-Winter Haven, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLAE
moodys,"USA Lafayette-West Lafayette, IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLAF
moodys,"USA Lake Havasu City-Kingman, AZ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLAH
moodys,"USA Lake Charles, LA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLAK
moodys,"USA Lansing-East Lansing, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLAN
moodys,"USA La Crosse-Onalaska, WI-MN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLAR
moodys,"USA Las Vegas-Henderson-Paradise, NV Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLAS
moodys,"USA Lawton, OK Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLAT
moodys,"USA Lebanon, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLEB
moodys,"USA Lewiston, ID-WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLET
moodys,"USA Lewiston-Auburn, ME Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLEW
moodys,"USA Lexington-Fayette, KY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLEX
moodys,"USA Lima, OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLIM
moodys,"USA Lincoln, NE Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLIN
moodys,"USA Little Rock-North Little Rock-Conway, AR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLIT
moodys,"USA Logan, UT-ID Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLOA
moodys,"USA Longview, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLOG
moodys,"USA Longview, WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLON
moodys,"USA Los Angeles-Long Beach-Anaheim, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLOS
moodys,"USA Louisville/Jefferson County, KY-IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLOU
moodys,"USA Las Cruces, NM Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLSC
moodys,"USA Lubbock, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLUB
moodys,"USA Lawrence, KS Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLWR
moodys,"USA Lynchburg, VA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MLYN
moodys,"USA Macon, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMAC
moodys,"USA Madison, WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMAD
moodys,"USA Mankato-North Mankato, MN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMAM
moodys,"USA Manhattan, KS Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMAN
moodys,"USA Madera, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMAR
moodys,"USA Mansfield, OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMAS
moodys,"USA Mayaguez, PR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMAY
moodys,"USA McAllen-Edinburg-Mission, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMCA
moodys,"USA Merced, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMCD
moodys,"USA Medford, OR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMED
moodys,"USA Memphis, TN-MS-AR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMEM
moodys,"USA Miami-Fort Lauderdale-West Palm Beach, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMIA
moodys,"USA Michigan City-La Porte, IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMIC
moodys,"USA Midland, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMID
moodys,"USA Milwaukee-Waukesha-West Allis, WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMIL
moodys,"USA Midland, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMIM
moodys,"USA Minneapolis-St. Paul-Bloomington, MN-WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMIN
moodys,"USA Missoula, MT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMIS
moodys,"USA Manchester-Nashua, NH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMNC
moodys,"USA Mobile, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMOB
moodys,"USA Modesto, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMOD
moodys,"USA Monroe, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMOE
moodys,"USA Morgantown, WV Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMOG
moodys,"USA Montgomery, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMON
moodys,"USA Monroe, LA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMOR
moodys,"USA Mount Vernon-Anacortes, WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMOV
moodys,"USA Morristown, TN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMOW
moodys,"USA Muncie, IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMUN
moodys,"USA Muskegon, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMUS
moodys,"USA Myrtle Beach-Conway-North Myrtle Beach, SC-NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MMYB
moodys,"USA Napa, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MNAA
moodys,"USA Nashville-Davidson--Murfreesboro--Franklin, TN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MNAH
moodys,"USA Naples-Immokalee-Marco Island, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MNAP
moodys,"USA New Bern, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MNBN
moodys,"USA New Haven-Milford, CT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MNEH
moodys,"USA New Orleans-Metairie, LA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MNEO
moodys,"USA New York-Newark-Jersey City, NY-NJ-PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MNEY
moodys,"USA Niles-Benton Harbor, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MNIL
moodys,"USA Norwich-New London, CT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MNOW
moodys,"USA North Port-Sarasota-Bradenton, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MNPT
moodys,"USA Ocala, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MOCA
moodys,"USA Ocean City, NJ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MOCE
moodys,"USA Odessa, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MODE
moodys,"USA Ogden-Clearfield, UT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MOGD
moodys,"USA Oklahoma City, OK Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MOKL
moodys,"USA Olympia-Tumwater, WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MOLY
moodys,"USA Omaha-Council Bluffs, NE-IA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MOMA
moodys,"USA Orlando-Kissimmee-Sanford, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MORL
moodys,"USA Oshkosh-Neenah, WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MOSH
moodys,"USA Owensboro, KY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MOWE
moodys,"USA Oxnard-Thousand Oaks-Ventura, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MOXN
moodys,"USA Palm Bay-Melbourne-Titusville, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPAL
moodys,"USA Panama City, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPAN
moodys,"USA Parkersburg-Vienna, WV Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPAR
moodys,"USA Pensacola-Ferry Pass-Brent, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPEN
moodys,"USA Peoria, IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPEO
moodys,"USA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPHI
moodys,"USA Phoenix-Mesa-Scottsdale, AZ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPHO
moodys,"USA Pine Bluff, AR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPIN
moodys,"USA Pittsfield, MA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPIS
moodys,"USA Pittsburgh, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPIT
moodys,"USA Pocatello, ID Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPOC
moodys,"USA Ponce, PR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPON
moodys,"USA Portland-South Portland, ME Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPOR
moodys,"USA Portland-Vancouver-Hillsboro, OR-WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPOT
moodys,"USA Prescott, AZ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPRE
moodys,"USA Providence-Warwick, RI-MA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPRO
moodys,"USA Provo-Orem, UT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPRV
moodys,"USA Port St. Lucie, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPSL
moodys,"USA Pueblo, CO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPUE
moodys,"USA Punta Gorda, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MPUG
moodys,"USA Racine, WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MRAC
moodys,"USA Raleigh, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MRAL
moodys,"USA Rapid City, SD Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MRAP
moodys,"USA Reading, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MREA
moodys,"USA Redding, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MRED
moodys,"USA Reno, NV Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MREN
moodys,"USA Richmond, VA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MRIC
moodys,"USA Riverside-San Bernardino-Ontario, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MRIV
moodys,"USA Roanoke, VA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MROA
moodys,"USA Rockford, IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MROC
moodys,"USA Rochester, MN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MROE
moodys,"USA Rochester, NY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MROH
moodys,"USA Rocky Mount, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MROM
moodys,"USA Rome, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MROR
moodys,"USA Santa Rosa, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAA
moodys,"USA Sacramento--Roseville--Arden-Arcade, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAC
moodys,"USA Salem, OR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAE
moodys,"USA San Francisco-Oakland-Hayward, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAF
moodys,"USA Saginaw, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAG
moodys,"USA San Jose-Sunnyvale-Santa Clara, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAJ
moodys,"USA Salinas, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAL
moodys,"USA San Diego-Carlsbad, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAN
moodys,"USA San Angelo, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAO
moodys,"USA Salisbury, MD-DE Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAS
moodys,"USA Santa Maria-Santa Barbara, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAT
moodys,"USA St. George, UT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAU
moodys,"USA Savannah, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAV
moodys,"USA Santa Cruz-Watsonville, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAX
moodys,"USA Salt Lake City, UT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAY
moodys,"USA San Antonio-New Braunfels, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSAZ
moodys,"USA Seattle-Tacoma-Bellevue, WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSEA
moodys,"USA Sebring, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSEB
moodys,"USA Santa Fe, NM Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSFE
moodys,"USA San German, PR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSGN
moodys,"USA Sheboygan, WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSHB
moodys,"USA Sherman-Denison, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSHE
moodys,"USA Shreveport-Bossier City, LA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSHR
moodys,"USA Sierra Vista-Douglas, AZ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSIE
moodys,"USA Sioux City, IA-NE-SD Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSIO
moodys,"USA Sioux Falls, SD Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSIU
moodys,"USA San Juan-Carolina-Caguas, PR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSJN
moodys,"USA San Luis Obispo-Paso Robles-Arroyo Grande, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSLO
moodys,"USA South Bend-Mishawaka, IN-MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSOU
moodys,"USA Spartanburg, SC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSPA
moodys,"USA Springfield, OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSPF
moodys,"USA Springfield, MA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSPI
moodys,"USA Springfield, MO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSPM
moodys,"USA Spokane-Spokane Valley, WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSPO
moodys,"USA Springfield, IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSPR
moodys,"USA St. Cloud, MN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSTC
moodys,"USA State College, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSTG
moodys,"USA St. Joseph, MO-KS Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSTJ
moodys,"USA St. Louis, MO-IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSTL
moodys,"USA Stockton-Lodi, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSTO
moodys,"USA Staunton-Waynesboro, VA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSTV
moodys,"USA Sumter, SC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSUT
moodys,"USA Scranton--Wilkes-Barre--Hazleton, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSWB
moodys,"USA Syracuse, NY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MSYR
moodys,"USA Tallahassee, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTAL
moodys,"USA Tampa-St. Petersburg-Clearwater, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTAM
moodys,"USA Terre Haute, IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTER
moodys,"USA Texarkana, TX-AR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTEX
moodys,"USA The Villages, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTHE
moodys,"USA Toledo, OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTOL
moodys,"USA Topeka, KS Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTOP
moodys,"USA Trenton, NJ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTRE
moodys,"USA Tucson, AZ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTUC
moodys,"USA Tulsa, OK Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTUL
moodys,"USA Tuscaloosa, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTUS
moodys,"USA Twin Falls, ID  Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTWI
moodys,"USA Tyler, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MTYL
moodys,"USA Utica-Rome, NY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MUTI
moodys,"USA Valdosta, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MVAD
moodys,"USA Vallejo-Fairfield, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MVAL
moodys,"USA Sebastian-Vero Beach, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MVER
moodys,"USA Victoria, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MVIC
moodys,"USA Vineland-Bridgeton, NJ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MVIN
moodys,"USA Virginia Beach-Norfolk-Newport News, VA-NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MVIR
moodys,"USA Visalia-Porterville, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MVIS
moodys,"USA Waco, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWAC
moodys,"USA Watertown-Fort Drum, NY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWAD
moodys,"USA Waterloo-Cedar Falls, IA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWAE
moodys,"USA Walla Walla, WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWAL
moodys,"USA Warner Robins, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWAR
moodys,"USA Washington-Arlington-Alexandria, DC-VA-MD-WV Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWAS
moodys,"USA Wausau, WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWAU
moodys,"USA Weirton-Steubenville, WV-OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWEI
moodys,"USA Wenatchee, WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWEN
moodys,"USA Wheeling, WV-OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWHE
moodys,"USA Wichita, KS Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWIC
moodys,"USA Wichita Falls, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWIH
moodys,"USA Williamsport, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWII
moodys,"USA Wilmington, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWIM
moodys,"USA Winchester, VA-WV Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWIN
moodys,"USA Winston-Salem, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWIS
moodys,"USA Worcester, MA-CT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MWOR
moodys,"USA Yakima, WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MYAK
moodys,"USA York-Hanover, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MYOR
moodys,"USA Youngstown-Warren-Boardman, OH-PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MYOU
moodys,"USA Yuba City, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MYUB
moodys,"USA Yuma, AZ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MYUM
moodys,USA KS Unemployment Rate Monthly,,,Percentage,,,,FLBR.KS
moodys,USA KY Unemployment Rate Monthly,,,Percentage,,,,FLBR.KY
moodys,USA LA Unemployment Rate Monthly,,,Percentage,,,,FLBR.LA
moodys,USA MA Unemployment Rate Monthly,,,Percentage,,,,FLBR.MA
moodys,USA MD Unemployment Rate Monthly,,,Percentage,,,,FLBR.MD
moodys,USA ME Unemployment Rate Monthly,,,Percentage,,,,FLBR.ME
moodys,USA MI Unemployment Rate Monthly,,,Percentage,,,,FLBR.MI
moodys,USA MN Unemployment Rate Monthly,,,Percentage,,,,FLBR.MN
moodys,USA MO Unemployment Rate Monthly,,,Percentage,,,,FLBR.MO
moodys,USA MS Unemployment Rate Monthly,,,Percentage,,,,FLBR.MS
moodys,USA MT Unemployment Rate Monthly,,,Percentage,,,,FLBR.MT
moodys,USA NC Unemployment Rate Monthly,,,Percentage,,,,FLBR.NC
moodys,USA ND Unemployment Rate Monthly,,,Percentage,,,,FLBR.ND
moodys,USA NE Unemployment Rate Monthly,,,Percentage,,,,FLBR.NE
moodys,USA NH Unemployment Rate Monthly,,,Percentage,,,,FLBR.NH
moodys,USA NJ Unemployment Rate Monthly,,,Percentage,,,,FLBR.NJ
moodys,USA NM Unemployment Rate Monthly,,,Percentage,,,,FLBR.NM
moodys,USA NV Unemployment Rate Monthly,,,Percentage,,,,FLBR.NV
moodys,USA NY Unemployment Rate Monthly,,,Percentage,,,,FLBR.NY
moodys,USA OH Unemployment Rate Monthly,,,Percentage,,,,FLBR.OH
moodys,USA OK Unemployment Rate Monthly,,,Percentage,,,,FLBR.OK
moodys,USA OR Unemployment Rate Monthly,,,Percentage,,,,FLBR.OR
moodys,USA PA Unemployment Rate Monthly,,,Percentage,,,,FLBR.PA
moodys,USA PR Unemployment Rate Monthly,,,Percentage,,,,FLBR.PR
moodys,USA RI Unemployment Rate Monthly,,,Percentage,,,,FLBR.RI
moodys,USA SC Unemployment Rate Monthly,,,Percentage,,,,FLBR.SC
moodys,USA SD Unemployment Rate Monthly,,,Percentage,,,,FLBR.SD
moodys,USA TN Unemployment Rate Monthly,,,Percentage,,,,FLBR.TN
moodys,USA TX Unemployment Rate Monthly,,,Percentage,,,,FLBR.TX
moodys,USA UT Unemployment Rate Monthly,,,Percentage,,,,FLBR.UT
moodys,USA VA Unemployment Rate Monthly,,,Percentage,,,,FLBR.VA
moodys,USA VT Unemployment Rate Monthly,,,Percentage,,,,FLBR.VT
moodys,USA WA Unemployment Rate Monthly,,,Percentage,,,,FLBR.WA
moodys,USA WI Unemployment Rate Monthly,,,Percentage,,,,FLBR.WI
moodys,USA WV Unemployment Rate Monthly,,,Percentage,,,,FLBR.WV
moodys,USA WY Unemployment Rate Monthly,,,Percentage,,,,FLBR.WY
moodys,USA VI Unemployment Rate Monthly,,,Percentage,,,,FLBR.VI
moodys,USA House Price Index Case-Shiller,,,Level,,,,FHCLHP1TIM.IUSA
moodys,United Arab Emirates Inflation,,,Level,,,FCPI_IARE,FCPIQ.IARE
moodys,Argentina Inflation,,,Level,,,FCPI_IARG,FCPIQ.IARG
moodys,Australia Inflation,,,Level,,,FCPI_IAUS,FCPIQ.IAUS
moodys,Austria Inflation,,,Level,,,FCPI_IAUT,FCPIQ.IAUT
moodys,Belgium Inflation,,,Level,,,FCPI_IBEL,FCPIQ.IBEL
moodys,Bulgaria Inflation,,,Level,,,FCPI_IBGR,FCPIQ.IBGR
moodys,Bahrain Inflation,,,Level,,,FCPI_IBHR,FCPIQ.IBHR
moodys,Brazil Inflation,,,Level,,,FCPI_IBRA,FCPIQ.IBRA
moodys,Canada Inflation,,,Level,,,FCPI_ICAN,FCPIQ.ICAN
moodys,Switzerland Inflation,,,Level,,,FCPI_ICHE,FCPIQ.ICHE
moodys,Chile Inflation,,,Level,,,FCPI_ICHL,FCPIQ.ICHL
moodys,China Inflation,,,Level,,,FCPI_ICHN,FCPIQ.ICHN
moodys,Democratic Republic of Congo Inflation,,,Level,,,FCPIQ_ICOD,FCPIQ.ICOD
moodys,Colombia Inflation,,,Level,,,FCPI_ICOL,FCPIQ.ICOL
moodys,Cyprus Inflation,,,Level,,,FCPI_ICYP,FCPIQ.ICYP
moodys,Czech Republic Inflation,,,Level,,,FCPI_ICZE,FCPIQ.ICZE
moodys,Germany Inflation,,,Level,,,FCPI_IDEU,FCPIQ.IDEU
moodys,Denmark Inflation,,,Level,,,FCPI_IDNK,FCPIQ.IDNK
moodys,Algeria Inflation,,,Level,,,FCPI_IDZA,FCPIQ.IDZA
moodys,Egypt Inflation,,,Level,,,FCPI_IEGY,FCPIQ.IEGY
moodys,Spain Inflation,,,Level,,,FCPI_IESP,FCPIQ.IESP
moodys,Estonia Inflation,,,Level,,,FCPI_IEST,FCPIQ.IEST
moodys,Finland Inflation,,,Level,,,FCPI_IFIN,FCPIQ.IFIN
moodys,France Inflation,,,Level,,,FCPI_IFRA,FCPIQ.IFRA
moodys,United Kingdom Inflation,,,Level,,,FCPI_IGBR,FCPIQ.IGBR
